Date,Customer ID,Truck ID,Invoice Number,Freight ID,City,Net Revenue,Weight (Kg),Weight (Cubic),Goods Value
2019-03-25,9390,29,971565,25/03/2019:MML-3632,Woodland Heights,0.81,1.06,6.0,16.27
2019-03-25,8427,29,971563,25/03/2019:MML-3632,Woodland Heights,17.31,17.41,24.0,346.11
2019-03-25,33389,29,971568,25/03/2019:MML-3632,Woodland Heights,44.35,26.6,27.0,887.03
2019-03-25,39709,29,971567,25/03/2019:MML-3632,Woodland Heights,26.8,20.49,36.0,536.08
2019-03-25,9390,29,971564,25/03/2019:MML-3632,Woodland Heights,1.13,0.86,0.86,22.68
2019-03-25,9390,29,971566,25/03/2019:MML-3632,Woodland Heights,15.95,18.41,72.0,319.08
2019-03-26,18800,29,972171,26/03/2019:MML-3632,Woodland Heights,10.61,1.74,3.0,212.17
2019-03-26,38550,29,972170,26/03/2019:MML-3632,Woodland Heights,14.51,2.68,3.0,290.16
2019-03-26,4752,29,972267,26/03/2019:MML-3632,Woodland Heights,20.33,136.25,136.25,338.75
2019-03-27,27270,19,972950,27/03/2019:MDB-1602,Woodland Heights,9.63,7.6,7.6,192.65
2019-03-27,35061,19,972949,27/03/2019:MDB-1602,Woodland Heights,22.33,47.52,47.52,446.37
2019-03-27,12618,19,972951,27/03/2019:MDB-1602,Woodland Heights,5.3,3.98,3.98,105.94
2019-03-27,33389,19,973099,27/03/2019:MDB-1602,Woodland Heights,38.08,52.4,52.4,634.8
2019-03-28,21857,29,973672,28/03/2019:MML-3632,Woodland Heights,13.67,5.59,6.0,273.48
2019-03-28,4355,29,973671,28/03/2019:MML-3632,Woodland Heights,10.41,8.41,15.0,208.26
2019-03-28,4356,29,973670,28/03/2019:MML-3632,Woodland Heights,17.25,6.6,6.6,345.02
2019-04-05,4904,29,978184,05/04/2019:MML-3632,Woodland Heights,118.3,23.96,27.0,2366.04
2019-04-08,22843,29,978672,08/04/2019:MML-3632,Woodland Heights,14.9,24.31,24.31,298.03
2019-04-08,43041,29,978598,08/04/2019:MML-3632,Woodland Heights,164.1,30.4,39.0,3282.0
2019-04-09,24586,29,979439,09/04/2019:MML-3632,Woodland Heights,32.8,26.8,30.0,655.9
2019-04-11,4904,29,980730,11/04/2019:MML-3632,Woodland Heights,3.08,1.62,3.0,61.51
2019-04-11,24063,29,980733,11/04/2019:MML-3632,Woodland Heights,3.63,2.4,6.0,72.61
2019-04-11,4904,29,980732,11/04/2019:MML-3632,Woodland Heights,27.02,12.6,21.0,540.31
2019-04-11,21857,29,980736,11/04/2019:MML-3632,Woodland Heights,21.99,10.3,21.0,439.89
2019-04-11,42996,29,980754,11/04/2019:MML-3632,Woodland Heights,382.47,214.96,300.0,7649.47
2019-04-11,14075,29,980752,11/04/2019:MML-3632,Woodland Heights,296.3,128.53,129.0,5925.99
2019-04-11,14075,29,980753,11/04/2019:MML-3632,Woodland Heights,125.08,128.25,183.0,2501.51
2019-04-11,14075,29,980751,11/04/2019:MML-3632,Woodland Heights,13.1,11.55,11.55,262.08
2019-04-11,14075,29,980948,11/04/2019:MML-3632,Woodland Heights,3.27,5.0,5.0,65.5
2019-04-11,4355,29,980734,11/04/2019:MML-3632,Woodland Heights,23.53,11.49,11.49,470.55
2019-04-11,4904,29,980731,11/04/2019:MML-3632,Woodland Heights,3.27,5.0,5.0,65.5
2019-04-11,39993,29,980735,11/04/2019:MML-3632,Woodland Heights,9.86,7.34,7.34,197.16
2019-04-12,8649,29,981687,12/04/2019:MML-3632,Woodland Heights,12.89,6.61,6.61,257.86
2019-04-12,31875,29,981765,12/04/2019:MML-3632,Woodland Heights,35.73,79.05,79.05,595.66
2019-04-12,13722,29,981764,12/04/2019:MML-3632,Woodland Heights,18.96,11.9,11.9,316.0
2019-04-12,33040,29,981763,12/04/2019:MML-3632,Woodland Heights,22.02,18.03,18.03,367.22
2019-04-15,3001,29,982193,15/04/2019:MML-3632,Woodland Heights,19.28,8.14,9.0,385.51
2019-04-15,3001,29,982194,15/04/2019:MML-3632,Woodland Heights,0.36,0.36,0.36,7.21
2019-04-15,6125,29,982380,15/04/2019:MML-3632,Woodland Heights,15.76,6.71,6.71,315.12
2019-04-15,14581,29,982192,15/04/2019:MML-3632,Woodland Heights,5.28,3.48,3.48,105.68
2019-04-15,42990,29,982381,15/04/2019:MML-3632,Woodland Heights,20.27,11.77,11.77,405.3
2019-04-15,11914,29,982196,15/04/2019:MML-3632,Woodland Heights,14.67,10.84,10.84,293.39
2019-04-15,7330,29,982214,15/04/2019:MML-3632,Woodland Heights,9.36,11.02,11.02,156.0
2019-04-15,4752,29,982213,15/04/2019:MML-3632,Woodland Heights,16.78,61.25,61.25,279.65
2019-04-15,39933,29,982215,15/04/2019:MML-3632,Woodland Heights,32.66,109.69,109.69,544.4
2019-04-15,35508,29,982216,15/04/2019:MML-3632,Woodland Heights,65.6,174.31,174.31,1093.34
2019-04-16,39933,29,983072,16/04/2019:MML-3632,Woodland Heights,30.27,15.35,15.35,605.24
2019-04-16,37037,29,983074,16/04/2019:MML-3632,Woodland Heights,1.28,0.19,0.19,25.63
2019-04-16,39933,29,983073,16/04/2019:MML-3632,Woodland Heights,1.3,0.67,0.67,25.94
2019-04-16,37037,29,983075,16/04/2019:MML-3632,Woodland Heights,34.63,22.97,54.0,692.54
2019-04-16,42461,29,983076,16/04/2019:MML-3632,Woodland Heights,4.51,3.27,3.27,90.23
2019-04-16,8649,29,983156,16/04/2019:MML-3632,Woodland Heights,14.33,28.38,28.38,238.6
2019-04-16,10166,29,983155,16/04/2019:MML-3632,Woodland Heights,11.28,12.83,12.83,188.0
2019-04-16,154,29,983154,16/04/2019:MML-3632,Woodland Heights,11.22,12.83,12.83,187.0
2019-04-17,43261,29,983801,17/04/2019:MML-3632,Woodland Heights,9.45,1.77,3.0,188.75
2019-04-17,13722,29,983797,17/04/2019:MML-3632,Woodland Heights,12.9,8.65,9.0,257.98
2019-04-17,31930,29,983802,17/04/2019:MML-3632,Woodland Heights,45.55,14.65,15.0,910.95
2019-04-17,31875,29,983793,17/04/2019:MML-3632,Woodland Heights,62.08,47.39,51.0,1241.66
2019-04-17,40106,29,983795,17/04/2019:MML-3632,Woodland Heights,0.36,0.36,0.36,7.21
2019-04-17,38550,29,983805,17/04/2019:MML-3632,Woodland Heights,32.67,19.62,19.62,653.69
2019-04-17,43260,29,983798,17/04/2019:MML-3632,Woodland Heights,1.3,0.67,0.67,25.94
2019-04-17,31930,29,983803,17/04/2019:MML-3632,Woodland Heights,0.72,0.72,0.72,14.42
2019-04-17,40106,29,983794,17/04/2019:MML-3632,Woodland Heights,11.14,3.48,3.48,222.9
2019-04-17,10307,29,983807,17/04/2019:MML-3632,Woodland Heights,9.17,26.54,48.0,183.37
2019-04-17,10308,29,983804,17/04/2019:MML-3632,Woodland Heights,27.45,42.16,63.0,548.95
2019-04-17,43260,29,983799,17/04/2019:MML-3632,Woodland Heights,17.24,13.91,13.91,344.88
2019-04-17,38550,29,983806,17/04/2019:MML-3632,Woodland Heights,1.3,0.67,0.67,25.94
2019-04-17,14075,29,983558,17/04/2019:MML-3632,Woodland Heights,17.33,57.36,102.0,346.65
2019-04-17,154,29,983800,17/04/2019:MML-3632,Woodland Heights,26.98,7.23,7.23,539.57
2019-04-17,14075,29,983559,17/04/2019:MML-3632,Woodland Heights,118.1,382.4,687.0,2362.0
2019-04-17,39781,29,983808,17/04/2019:MML-3632,Woodland Heights,13.2,13.52,13.52,264.15
2019-04-17,37142,29,983796,17/04/2019:MML-3632,Woodland Heights,5.14,4.87,4.87,102.91
2019-04-17,23155,29,983809,17/04/2019:MML-3632,Woodland Heights,7.8,5.24,5.24,155.88
2019-04-17,7046,29,983813,17/04/2019:MML-3632,Woodland Heights,63.13,151.73,151.73,1052.2
2019-04-18,31194,29,984720,18/04/2019:MML-3632,Woodland Heights,56.02,10.58,18.0,1120.32
2019-04-18,7046,29,984597,18/04/2019:MML-3632,Woodland Heights,10.04,7.38,30.0,200.72
2019-04-18,7046,29,984598,18/04/2019:MML-3632,Woodland Heights,125.25,41.77,41.77,2505.03
2019-04-18,7046,29,984599,18/04/2019:MML-3632,Woodland Heights,200.88,141.57,222.0,4017.51
2019-04-18,31194,29,984719,18/04/2019:MML-3632,Woodland Heights,0.92,0.31,0.31,18.34
2019-04-23,9390,29,986020,23/04/2019:MML-3632,Woodland Heights,1.22,2.04,6.0,24.43
2019-04-23,9390,29,986021,23/04/2019:MML-3632,Woodland Heights,26.77,27.16,90.0,535.49
2019-04-23,37392,29,986017,23/04/2019:MML-3632,Woodland Heights,1.83,0.63,0.63,36.68
2019-04-23,37392,29,986018,23/04/2019:MML-3632,Woodland Heights,49.07,61.11,61.11,981.49
2019-04-23,36895,29,986015,23/04/2019:MML-3632,Woodland Heights,46.57,38.5,60.0,931.45
2019-04-23,37392,29,986019,23/04/2019:MML-3632,Woodland Heights,0.36,0.36,0.36,7.21
2019-04-23,41983,29,986023,23/04/2019:MML-3632,Woodland Heights,0.92,0.31,0.31,18.34
2019-04-23,36895,29,986014,23/04/2019:MML-3632,Woodland Heights,0.36,0.36,0.36,7.21
2019-04-23,22247,29,986024,23/04/2019:MML-3632,Woodland Heights,43.39,30.86,63.0,867.86
2019-04-23,18800,29,986016,23/04/2019:MML-3632,Woodland Heights,15.08,3.17,3.17,301.68
2019-04-23,12891,29,986022,23/04/2019:MML-3632,Woodland Heights,20.2,14.17,14.17,404.15
2019-04-23,4752,29,986013,23/04/2019:MML-3632,Woodland Heights,43.27,28.41,28.41,865.48
2019-04-24,8427,29,986874,24/04/2019:MML-3632,Woodland Heights,2.31,1.95,3.0,46.2
2019-04-24,4355,29,986868,24/04/2019:MML-3632,Woodland Heights,11.55,4.32,6.0,231.13
2019-04-24,40259,29,986870,24/04/2019:MML-3632,Woodland Heights,14.64,6.22,9.0,292.78
2019-04-24,8427,29,986875,24/04/2019:MML-3632,Woodland Heights,47.16,22.03,30.0,943.15
2019-04-24,4356,29,986867,24/04/2019:MML-3632,Woodland Heights,9.08,6.44,6.44,181.52
2019-04-24,7330,29,986873,24/04/2019:MML-3632,Woodland Heights,9.14,6.32,6.32,182.72
2019-04-24,23155,29,987054,24/04/2019:MML-3632,Woodland Heights,15.59,10.48,10.48,311.76
2019-04-24,12618,29,986865,24/04/2019:MML-3632,Woodland Heights,14.27,8.17,8.17,285.4
2019-04-24,31930,29,986872,24/04/2019:MML-3632,Woodland Heights,12.0,18.3,18.3,239.92
2019-04-24,21857,29,986863,24/04/2019:MML-3632,Woodland Heights,18.55,12.31,12.31,370.96
2019-04-24,6645,29,986869,24/04/2019:MML-3632,Woodland Heights,30.73,10.05,10.05,614.66
2019-04-24,42996,29,986871,24/04/2019:MML-3632,Woodland Heights,1.12,0.93,0.93,22.44
2019-04-24,16619,29,986864,24/04/2019:MML-3632,Woodland Heights,31.63,27.54,54.0,632.57
2019-04-24,39993,29,986866,24/04/2019:MML-3632,Woodland Heights,0.92,0.31,0.31,18.34
2019-04-25,39993,29,987889,25/04/2019:MML-3632,Woodland Heights,33.45,16.1,16.1,668.95
2019-04-25,4904,29,987605,25/04/2019:MML-3632,Woodland Heights,3.52,12.73,12.73,70.35
2019-04-25,4904,29,987604,25/04/2019:MML-3632,Woodland Heights,30.66,27.18,105.0,613.26
2019-04-25,4904,29,987606,25/04/2019:MML-3632,Woodland Heights,362.3,595.0,693.0,7246.07
2019-04-25,43041,29,987619,25/04/2019:MML-3632,Woodland Heights,0.92,0.31,0.31,18.34
2019-04-25,43041,29,987620,25/04/2019:MML-3632,Woodland Heights,392.4,90.62,156.0,7848.0
2019-04-25,23155,29,987621,25/04/2019:MML-3632,Woodland Heights,0.92,0.31,0.31,18.34
2019-04-29,33389,29,989114,29/04/2019:MML-3632,Woodland Heights,43.98,31.66,36.0,879.59
2019-04-30,42990,29,989988,30/04/2019:MML-3632,Woodland Heights,11.02,6.94,18.0,220.67
2019-04-30,6125,29,989989,30/04/2019:MML-3632,Woodland Heights,13.22,3.94,3.94,264.31
2019-04-30,7046,29,989992,30/04/2019:MML-3632,Woodland Heights,5.25,1.42,1.42,104.93
2019-04-30,7046,29,989991,30/04/2019:MML-3632,Woodland Heights,0.31,0.43,0.43,6.11
2019-04-30,7046,29,989993,30/04/2019:MML-3632,Woodland Heights,49.24,24.09,24.09,984.77
2019-04-30,36844,29,989990,30/04/2019:MML-3632,Woodland Heights,6.93,4.36,4.36,138.62
2019-04-30,42990,29,989987,30/04/2019:MML-3632,Woodland Heights,1.2,0.72,0.72,24.12
2019-04-30,41983,29,989986,30/04/2019:MML-3632,Woodland Heights,26.14,20.65,20.65,522.92
2019-04-30,39933,29,989994,30/04/2019:MML-3632,Woodland Heights,15.61,9.66,9.66,312.18
2019-05-02,154,29,990648,02/05/2019:MML-3632,Woodland Heights,11.07,2.9,3.0,221.43
2019-05-02,10780,29,990645,02/05/2019:MML-3632,Woodland Heights,11.07,2.37,3.0,221.36
2019-05-02,8649,29,990649,02/05/2019:MML-3632,Woodland Heights,1.46,3.82,6.0,29.12
2019-05-02,31875,29,990653,02/05/2019:MML-3632,Woodland Heights,30.46,9.13,18.0,609.15
2019-05-02,8649,29,990650,02/05/2019:MML-3632,Woodland Heights,24.02,10.69,27.0,480.69
2019-05-02,40106,29,990654,02/05/2019:MML-3632,Woodland Heights,7.84,4.99,27.0,156.76
2019-05-02,4904,29,990651,02/05/2019:MML-3632,Woodland Heights,15.59,6.69,6.69,311.77
2019-05-02,39781,29,990644,02/05/2019:MML-3632,Woodland Heights,7.36,3.36,3.36,147.18
2019-05-02,43261,29,990646,02/05/2019:MML-3632,Woodland Heights,15.05,12.88,12.88,301.08
2019-05-02,10308,29,990647,02/05/2019:MML-3632,Woodland Heights,10.96,30.36,54.0,219.27
2019-05-02,13722,29,990652,02/05/2019:MML-3632,Woodland Heights,12.76,7.2,7.2,255.24
2019-05-07,27270,29,992407,07/05/2019:MML-3632,Woodland Heights,1.08,2.58,9.0,21.84
2019-05-07,9390,29,992404,07/05/2019:MML-3632,Woodland Heights,13.55,8.38,12.0,271.2
2019-05-07,39709,29,992397,07/05/2019:MML-3632,Woodland Heights,9.65,13.52,21.0,193.09
2019-05-07,37392,29,992402,07/05/2019:MML-3632,Woodland Heights,5.25,15.29,27.0,105.0
2019-05-07,31930,29,992406,07/05/2019:MML-3632,Woodland Heights,34.31,22.76,39.0,686.24
2019-05-07,18800,29,992399,07/05/2019:MML-3632,Woodland Heights,25.34,6.1,6.1,506.73
2019-05-07,12891,29,992405,07/05/2019:MML-3632,Woodland Heights,10.73,4.45,4.45,214.53
2019-05-07,36895,29,992398,07/05/2019:MML-3632,Woodland Heights,29.55,61.08,61.08,591.06
2019-05-07,35508,29,992401,07/05/2019:MML-3632,Woodland Heights,29.83,41.24,114.0,596.63
2019-05-07,27270,29,992408,07/05/2019:MML-3632,Woodland Heights,13.13,12.82,12.82,262.65
2019-05-07,43143,29,992403,07/05/2019:MML-3632,Woodland Heights,15.18,9.91,9.91,303.66
2019-05-07,15450,29,992400,07/05/2019:MML-3632,Woodland Heights,12.45,25.21,25.21,248.79
2019-05-07,33389,29,992396,07/05/2019:MML-3632,Woodland Heights,22.77,29.97,29.97,455.3
2019-05-08,6645,29,993121,08/05/2019:MML-3632,Woodland Heights,10.43,2.84,3.0,208.54
2019-05-08,30800,29,993118,08/05/2019:MML-3632,Woodland Heights,4.27,2.86,3.0,85.26
2019-05-08,3159,29,993123,08/05/2019:MML-3632,Woodland Heights,21.22,3.48,6.0,424.36
2019-05-08,4355,29,993120,08/05/2019:MML-3632,Woodland Heights,18.46,5.02,6.0,369.21
2019-05-08,4356,29,993119,08/05/2019:MML-3632,Woodland Heights,32.43,10.03,12.0,648.59
2019-05-08,8427,29,993125,08/05/2019:MML-3632,Woodland Heights,28.49,13.58,21.0,569.76
2019-05-08,21857,29,993124,08/05/2019:MML-3632,Woodland Heights,18.13,13.54,24.0,362.63
2019-05-08,39993,29,993117,08/05/2019:MML-3632,Woodland Heights,15.42,11.13,11.13,308.4
2019-05-08,242,29,993116,08/05/2019:MML-3632,Woodland Heights,9.76,4.86,4.86,195.15
2019-05-08,4752,29,993115,08/05/2019:MML-3632,Woodland Heights,12.67,12.35,12.35,253.46
2019-05-08,41948,29,993122,08/05/2019:MML-3632,Woodland Heights,31.99,13.14,13.14,639.72
2019-05-09,43041,29,993773,09/05/2019:MML-3632,Woodland Heights,94.89,18.86,27.0,1897.81
2019-05-09,24586,29,993774,09/05/2019:MML-3632,Woodland Heights,13.18,11.29,36.0,263.62
2019-05-09,32470,29,993752,09/05/2019:MML-3632,Woodland Heights,63.86,326.01,326.01,15468.16
2019-05-13,7046,29,994816,13/05/2019:MML-3632,Woodland Heights,31.73,123.12,123.12,722.38
2019-05-14,39781,29,995667,14/05/2019:MML-3632,Woodland Heights,5.0,8.14,15.0,100.09
2019-05-14,31875,29,995676,14/05/2019:MML-3632,Woodland Heights,36.3,12.65,18.0,726.05
2019-05-14,6125,29,995672,14/05/2019:MML-3632,Woodland Heights,9.67,9.6,18.0,193.56
2019-05-14,3001,29,995670,14/05/2019:MML-3632,Woodland Heights,0.73,0.55,0.55,14.64
2019-05-14,41983,29,995668,14/05/2019:MML-3632,Woodland Heights,9.33,10.85,10.85,186.47
2019-05-14,34044,29,995673,14/05/2019:MML-3632,Woodland Heights,14.55,8.73,8.73,291.18
2019-05-14,3001,29,995671,14/05/2019:MML-3632,Woodland Heights,18.99,21.39,21.39,379.8
2019-05-14,11914,29,995663,14/05/2019:MML-3632,Woodland Heights,0.84,0.07,0.07,16.72
2019-05-14,11914,29,995664,14/05/2019:MML-3632,Woodland Heights,10.23,4.83,4.83,204.53
2019-05-14,39933,29,995669,14/05/2019:MML-3632,Woodland Heights,19.93,15.48,15.48,398.6
2019-05-14,7046,29,995675,14/05/2019:MML-3632,Woodland Heights,48.37,31.34,31.34,967.45
2019-05-14,7046,29,995674,14/05/2019:MML-3632,Woodland Heights,5.12,0.95,0.95,102.43
2019-05-15,8649,29,996324,15/05/2019:MML-3632,Woodland Heights,14.77,15.7,21.0,295.42
2019-05-15,22247,29,996323,15/05/2019:MML-3632,Woodland Heights,29.94,19.34,19.34,598.74
2019-05-15,31930,29,996322,15/05/2019:MML-3632,Woodland Heights,9.72,20.83,36.0,194.34
2019-05-15,10308,29,996326,15/05/2019:MML-3632,Woodland Heights,38.05,69.33,105.0,760.91
2019-05-15,154,29,996325,15/05/2019:MML-3632,Woodland Heights,9.13,3.2,3.2,182.55
2019-05-15,42403,29,996321,15/05/2019:MML-3632,Woodland Heights,5.2,0.98,0.98,104.05
2019-05-15,154,29,996331,15/05/2019:MML-3632,Woodland Heights,12.43,33.48,33.48,207.2
2019-05-15,8649,29,996333,15/05/2019:MML-3632,Woodland Heights,10.1,32.68,32.68,168.4
2019-05-15,31875,29,996334,15/05/2019:MML-3632,Woodland Heights,10.01,9.01,9.01,166.81
2019-05-15,7330,29,996332,15/05/2019:MML-3632,Woodland Heights,10.01,21.38,21.38,166.76
2019-05-16,4904,29,996987,16/05/2019:MML-3632,Woodland Heights,42.48,4.4,12.0,849.53
2019-05-16,4904,29,996988,16/05/2019:MML-3632,Woodland Heights,430.45,314.68,314.68,8609.0
2019-05-16,4752,29,997108,16/05/2019:MML-3632,Woodland Heights,40.29,156.0,156.0,990.93
2019-05-20,38670,29,998166,20/05/2019:MML-3632,Woodland Heights,4.3,3.17,12.0,85.99
2019-05-20,4904,29,998167,20/05/2019:MML-3632,Woodland Heights,1.83,0.63,0.63,36.68
2019-05-20,18342,29,998169,20/05/2019:MML-3632,Woodland Heights,5.17,0.12,0.12,103.38
2019-05-20,12891,29,998168,20/05/2019:MML-3632,Woodland Heights,18.58,8.26,8.26,371.53
2019-05-20,39933,29,998179,20/05/2019:MML-3632,Woodland Heights,33.53,99.47,99.47,558.8
2019-05-20,31930,29,998183,20/05/2019:MML-3632,Woodland Heights,66.37,192.55,192.55,1106.1
2019-05-20,4904,29,998182,20/05/2019:MML-3632,Woodland Heights,71.71,218.18,218.18,1195.23
2019-05-20,35508,29,998180,20/05/2019:MML-3632,Woodland Heights,15.9,33.3,33.3,265.0
2019-05-20,33389,29,998184,20/05/2019:MML-3632,Woodland Heights,36.61,66.04,66.04,610.1
2019-05-21,41983,29,998917,21/05/2019:MML-3632,Woodland Heights,9.77,12.04,18.0,195.35
2019-05-21,39709,29,998916,21/05/2019:MML-3632,Woodland Heights,23.98,11.5,24.0,479.52
2019-05-21,10166,29,998925,21/05/2019:MML-3632,Woodland Heights,34.66,73.27,75.0,693.22
2019-05-21,43111,29,998921,21/05/2019:MML-3632,Woodland Heights,4.35,16.3,16.3,86.96
2019-05-21,36895,29,998919,21/05/2019:MML-3632,Woodland Heights,16.02,6.99,6.99,320.6
2019-05-21,43143,29,998924,21/05/2019:MML-3632,Woodland Heights,4.08,4.7,4.7,81.62
2019-05-21,39709,29,998915,21/05/2019:MML-3632,Woodland Heights,1.17,1.48,1.48,23.46
2019-05-21,31930,29,998914,21/05/2019:MML-3632,Woodland Heights,22.67,14.23,14.23,453.55
2019-05-21,33389,29,998926,21/05/2019:MML-3632,Woodland Heights,31.93,40.03,40.03,638.6
2019-05-21,36895,29,998918,21/05/2019:MML-3632,Woodland Heights,13.47,9.59,63.0,269.31
2019-05-21,35508,29,998922,21/05/2019:MML-3632,Woodland Heights,42.83,76.45,78.0,856.63
2019-05-21,242,29,998913,21/05/2019:MML-3632,Woodland Heights,7.89,4.73,4.73,157.79
2019-05-21,43111,29,998920,21/05/2019:MML-3632,Woodland Heights,1.17,1.48,1.48,23.46
2019-05-21,43143,29,998923,21/05/2019:MML-3632,Woodland Heights,0.39,0.21,0.21,7.6
2019-05-23,14075,29,1000767,23/05/2019:MML-3632,Woodland Heights,103.23,4.4,12.0,2064.52
2019-05-23,4904,29,1000593,23/05/2019:MML-3632,Woodland Heights,103.29,73.99,225.0,2065.79
2019-05-23,14075,29,1000594,23/05/2019:MML-3632,Woodland Heights,11.55,38.24,69.0,231.1
2019-05-23,42996,29,1000595,23/05/2019:MML-3632,Woodland Heights,379.95,256.95,261.0,7599.05
2019-05-23,14075,29,1000768,23/05/2019:MML-3632,Woodland Heights,495.93,673.6,930.0,9918.68
2019-05-23,4904,29,1000591,23/05/2019:MML-3632,Woodland Heights,4.05,2.02,2.02,80.94
2019-05-23,4904,29,1000592,23/05/2019:MML-3632,Woodland Heights,3.67,2.0,2.0,73.5
2019-05-24,7046,29,1001435,24/05/2019:MML-3632,Woodland Heights,82.1,223.56,223.56,1368.31
2019-05-28,39781,4,1002909,28/05/2019:MHJ-9634,Woodland Heights,12.73,14.71,15.0,254.52
2019-05-28,6125,4,1002908,28/05/2019:MHJ-9634,Woodland Heights,2.96,2.37,12.0,59.14
2019-05-28,23104,4,1002906,28/05/2019:MHJ-9634,Woodland Heights,1.17,1.48,1.48,23.46
2019-05-28,6125,4,1002907,28/05/2019:MHJ-9634,Woodland Heights,4.43,3.73,3.73,88.59
2019-05-28,7046,4,1002902,28/05/2019:MHJ-9634,Woodland Heights,21.73,12.27,12.27,434.63
2019-05-28,40106,4,1002900,28/05/2019:MHJ-9634,Woodland Heights,5.87,6.71,6.71,117.31
2019-05-28,7046,4,1002901,28/05/2019:MHJ-9634,Woodland Heights,5.55,1.42,1.42,110.99
2019-05-28,7046,4,1002903,28/05/2019:MHJ-9634,Woodland Heights,55.49,81.34,87.0,1109.82
2019-05-28,23104,4,1002905,28/05/2019:MHJ-9634,Woodland Heights,49.86,44.32,44.32,997.03
2019-05-28,23104,4,1002904,28/05/2019:MHJ-9634,Woodland Heights,1.66,2.08,2.08,33.12
2019-05-28,4904,4,1002282,28/05/2019:MHJ-9634,Woodland Heights,44.28,170.83,170.83,1224.16
2019-05-29,39781,42,1003676,29/05/2019:QJP-8750,Woodland Heights,2.06,2.68,3.0,41.1
2019-05-29,31930,42,1003679,29/05/2019:QJP-8750,Woodland Heights,20.45,17.6,17.6,408.71
2019-05-29,38550,42,1003677,29/05/2019:QJP-8750,Woodland Heights,18.55,9.73,9.73,371.1
2019-05-29,10307,42,1003684,29/05/2019:QJP-8750,Woodland Heights,12.53,33.96,63.0,250.59
2019-05-29,8649,42,1003683,29/05/2019:QJP-8750,Woodland Heights,7.47,7.56,7.56,149.38
2019-05-29,41756,42,1003678,29/05/2019:QJP-8750,Woodland Heights,19.52,7.0,7.0,390.39
